지점명,월,노장해발고도,평균기온,최고기온,최저기온,일최다강수량,1시간최다강수량,10분최다강수량,합계 일조시간,일조율,월평균강수량,월별강수량편차,시도시군구
보령,9,9.98,21.96666667,30.7,13.03333333,88.33333333,34.06666667,9.683333333,126.15,33.85666667,176.7166667,186.4,보령시
보령,10,9.98,15.15,26.78333333,4.233333333,34.71666667,11.13333333,4.883333333,156.2,46.76333333,68.65,138.5,보령시
보령,11,9.98,9.433333333,22.23333333,-1.45,37.08333333,0.0,0.0,140.7166667,45.68,69.83333333,107.3,보령시
보령,12,9.98,2.25,15.0,-9.683333333,12.61666667,0.0,0.0,120.85,40.01166667,35.5,102.8,보령시
보은,1,171.31,-2.316666667,11.38333333,-15.95,13.06666667,0.0,0.0,142.9,46.10666667,24.85,70.9,보은군
보은,2,171.31,0.183333333,15.05,-12.93333333,17.51666667,0.5,0.183333333,152.4666667,49.80833333,28.8,76.5,보은군
보은,3,171.31,7.016666667,22.46666667,-6.4,26.03333333,0.0,0.0,168.6166667,45.43666667,60.38333333,74.6,보은군
보은,4,171.31,11.86666667,27.46666667,-2.666666667,25.83333333,9.166666667,4.516666667,181.05,45.95333333,73.56666667,103.3,보은군
보은,5,171.31,17.15,30.66666667,3.166666667,30.88333333,10.75,4.4,199.95,45.695,90.38333333,148.9,보은군
보은,6,171.31,21.83333333,32.7,10.8,40.8,17.48333333,6.966666667,163.35,37.23666667,110.8,97.3,보은군
보은,7,171.31,24.75,33.83333333,16.9,97.81666667,32.15,12.83333333,123.9166667,27.79333333,345.5166667,636.4,보은군
보은,8,171.31,25.28333333,34.75,16.03333333,84.51666667,36.36666667,14.3,123.9833333,29.55666667,336.1833333,455.1,보은군
보은,9,171.31,20.03333333,29.96666667,9.75,64.61666667,20.6,10.7,121.9666667,32.725,160.0333333,171.5,보은군
보은,10,171.31,12.38333333,26.1,-0.783333333,32.45,7.933333333,3.05,158.1166667,45.26666667,58.31666667,105.3,보은군
보은,11,171.31,6.45,22.1,-6.1,24.88333333,0.0,0.0,135.95,44.17833333,49.96666667,49.2,보은군
보은,12,171.31,-1.033333333,13.8,-15.01666667,14.08333333,0.0,0.0,120.5833333,40.84333333,33.88333333,102.5,보은군
봉화,1,324.67,-2.816666667,11.03333333,-15.95,12.88333333,0.0,0.0,159.9333333,51.78833333,18.53333333,59.7,봉화군
봉화,2,324.67,-0.35,14.61666667,-13.58333333,10.93333333,0.0,0.0,155.2666667,50.81,19.51666667,49.3,봉화군
봉화,3,324.67,5.95,20.6,-6.7,29.45,0.0,0.0,168.2333333,45.88833333,58.83333333,81.2,봉화군
봉화,4,324.67,10.35,26.16666667,-3.133333333,27.55,6.366666667,2.1,178.2666667,45.18333333,72.88333333,134.9,봉화군
봉화,5,324.67,15.5,29.33333333,1.366666667,43.96666667,13.45,4.366666667,193.2666667,44.06833333,107.2333333,185.9,봉화군
봉화,6,324.67,19.95,31.7,7.983333333,58.38333333,27.9,9.083333333,159.2833333,36.21,142.15,231.7,봉화군
봉화,7,324.67,23.01666667,32.38333333,14.38333333,81.31666667,23.15,8.633333333,118.25,26.59166667,264.1,394.4,봉화군
봉화,8,324.67,23.35,33.26666667,14.26666667,92.55,29.53333333,9.783333333,114.05,27.135,305.25,317.9,봉화군
봉화,9,324.67,18.43333333,28.16666667,7.8,55.85,18.05,5.15,110.0833333,29.7,137.7666667,153.0,봉화군
봉화,10,324.67,11.25,24.18333333,-1.583333333,34.26666667,7.066666667,2.166666667,128.5666667,37.08,60.11666667,120.3,봉화군
봉화,11,324.67,5.633333333,20.35,-6.75,27.53333333,0.0,0.0,143.7,46.83833333,48.28333333,44.2,봉화군
봉화,12,324.67,-1.416666667,12.28333333,-14.6,11.71666667,0.0,0.0,153.8166667,51.24666667,26.31666667,97.8,봉화군
부안,1,12.2,0.466666667,12.93333333,-11.76666667,17.65,0.0,0.0,128.65,41.26833333,32.61666667,73.9,부안군
부안,2,12.2,2.166666667,16.3,-8.416666667,12.83333333,0.0,0.0,149.5,48.65333333,25.78333333,54.2,부안군
부안,3,12.2,7.9,23.06666667,-3.3,18.91666667,0.0,0.0,176.0166667,47.41333333,56.81666667,80.6,부안군
부안,4,12.2,12.46666667,26.46666667,0.566666667,24.95,7.1,2.2,184.1,46.83166667,67.43333333,102.4,부안군
부안,5,12.2,17.85,29.91666667,6.816666667,42.36666667,14.5,7.633333333,203.0,46.58333333,101.7833333,229.5,부안군
부안,6,12.2,22.28333333,32.5,14.01666667,60.28333333,24.21666667,8.833333333,168.6166667,38.61833333,144.7833333,158.2,부안군
부안,7,12.2,25.85,34.63333333,19.45,114.9333333,35.53333333,13.56666667,132.5333333,29.86666667,331.9,521.1,부안군
부안,8,12.2,26.76666667,35.16666667,19.3,84.61666667,30.83333333,12.36666667,159.0833333,38.04,283.9,294.2,부안군
부안,9,12.2,21.98333333,31.61666667,12.63333333,63.46666667,20.58333333,8.433333333,131.6666667,35.35166667,163.0,176.0,부안군
부안,10,12.2,15.15,27.31666667,4.15,32.21666667,8.3,3.033333333,178.2166667,50.90833333,59.35,154.7,부안군
부안,11,12.2,9.45,23.05,-1.65,28.86666667,0.0,0.0,130.3666667,42.14333333,68.9,65.0,부안군
부안,12,12.2,2.433333333,15.8,-10.36666667,19.43333333,0.0,0.0,106.8833333,35.16833333,50.41666667,115.2,부안군
부여,1,13.42,-1.1,12.63333333,-14.25,16.5,0.0,0.0,150.1,48.35,29.4,79.1,부여군
부여,2,13.42,1.183333333,15.4,-10.63333333,21.35,0.0,0.0,152.5333333,49.78666667,33.0,89.9,부여군
부여,3,13.42,7.583333333,22.41666667,-5.866666667,23.61666667,0.0,0.0,173.0333333,46.99833333,56.43333333,86.1,부여군
부여,4,13.42,12.33333333,27.81666667,-1.65,30.55,6.583333333,2.366666667,184.5833333,46.87666667,68.9,138.8,부여군
부여,5,13.42,17.76666667,30.38333333,4.316666667,39.35,11.38333333,4.7,195.8166667,45.06333333,109.65,244.1,부여군
부여,6,13.42,22.55,33.98333333,12.51666667,44.75,20.8,8.833333333,155.9,35.85666667,112.9833333,128.5,부여군
부여,7,13.42,25.76666667,34.61666667,18.33333333,128.35,35.75,11.05,120.6166667,27.09166667,370.7666667,711.8,부여군
부여,8,13.42,26.41666667,35.9,18.48333333,93.33333333,37.41666667,14.4,132.1666667,31.53,315.1166667,513.5,부여군
부여,9,13.42,21.45,31.33333333,10.88333333,73.51666667,27.38333333,8.6,129.7333333,34.81,179.3666667,216.0,부여군
부여,10,13.42,13.88333333,27.0,1.15,33.28333333,8.533333333,3.3,162.95,46.615,67.75,154.8,부여군
부여,11,13.42,7.75,22.48333333,-4.266666667,40.15,0.0,0.0,135.1833333,44.68,64.86666667,77.1,부여군
부여,12,13.42,0.583333333,14.86666667,-11.95,13.31666667,0.0,0.0,125.25,41.67333333,35.8,118.8,부여군
산청,1,138.22,0.616666667,14.85,-11.65,16.9,0.0,0.0,138.7,44.38333333,30.23333333,89.1,산청군
산청,2,138.22,2.566666667,18.01666667,-9.683333333,16.56666667,0.0,0.0,155.75,50.62666667,25.35,37.3,산청군
산청,3,138.22,8.716666667,23.85,-4.333333333,26.91666667,0.0,0.0,183.7,49.48333333,69.0,95.2,산청군
산청,4,138.22,13.1,27.9,-0.616666667,38.51666667,9.15,2.816666667,189.25,48.17666667,86.35,96.5,산청군
산청,5,138.22,18.13333333,31.06666667,3.983333333,40.8,11.21666667,4.366666667,201.1,46.21833333,97.83333333,166.7,산청군
산청,6,138.22,22.4,33.38333333,11.78333333,56.46666667,21.26666667,7.133333333,170.6666667,39.18666667,172.0666667,172.0,산청군
산청,7,138.22,25.25,34.55,17.53333333,112.9666667,28.53333333,12.5,122.3666667,27.62,336.9833333,557.7,산청군
산청,8,138.22,26.05,36.31666667,17.35,131.2833333,38.3,13.8,136.3833333,32.64666667,384.3833333,607.4,산청군
산청,9,138.22,20.83333333,30.76666667,10.81666667,70.2,28.58333333,11.65,103.6333333,27.83333333,206.4666667,231.6,산청군
산청,10,138.22,14.13333333,27.45,1.45,76.35,13.91666667,3.683333333,166.0666667,47.40166667,109.8833333,311.1,산청군
산청,11,138.22,8.266666667,23.35,-4.016666667,25.03333333,0.0,0.0,138.7833333,44.775,48.2,64.3,산청군
산청,12,138.22,1.716666667,15.35,-9.916666667,13.83333333,0.0,0.0,122.7833333,40.285,26.68333333,95.2,산청군
상주,1,96.58,-0.5,11.4,-12.66666667,12.61666667,0.0,0.0,158.3,51.045,22.0,59.3,상주시
상주,2,96.58,1.916666667,17.15,-9.95,20.23333333,0.0,0.0,164.3833333,53.68333333,28.81666667,77.5,상주시
상주,3,96.58,8.6,24.01666667,-3.583333333,24.68333333,0.0,0.0,182.5666667,49.19333333,64.83333333,109.8,상주시
상주,4,96.58,13.43333333,29.13333333,0.316666667,26.48333333,7.05,2.266666667,191.1166667,48.52166667,76.83333333,105.1,상주시
상주,5,96.58,18.61666667,32.06666667,5.033333333,31.2,9.516666667,4.0,210.4666667,48.12666667,95.9,163.7,상주시
상주,6,96.58,23.05,34.31666667,12.9,41.3,13.48333333,6.2,178.6,40.77166667,116.55,135.2,상주시
상주,7,96.58,25.51666667,34.8,17.48333333,73.65,31.23333333,13.36666667,125.25,28.28,294.0833333,386.2,상주시
상주,8,96.58,26.15,35.51666667,17.73333333,71.96666667,25.9,12.75,134.8,32.715,292.75,321.9,상주시
상주,9,96.58,20.8,30.48333333,10.81666667,66.15,20.13333333,8.683333333,121.1666667,32.74,160.6166667,115.9,상주시
상주,10,96.58,13.96666667,27.01666667,1.683333333,46.23333333,8.766666667,2.766666667,162.55,46.52,78.33333333,177.6,상주시
상주,11,96.58,7.9,22.18333333,-4.216666667,16.38333333,0.0,0.0,150.1333333,48.755,32.9,11.9,상주시
상주,12,96.58,0.566666667,13.6,-11.85,13.8,0.0,0.0,147.75,49.28166667,32.38333333,118.9,상주시
서귀포,1,51.13,7.533333333,16.35,-0.9,28.11666667,0.0,0.0,134.9166667,42.49833333,59.18333333,88.4,서귀포시
서귀포,2,51.13,8.483333333,17.68333333,-0.483333333,21.15,0.0,0.0,138.4666667,44.62666667,45.51666667,85.0,서귀포시
서귀포,3,51.13,12.5,21.21666667,3.766666667,36.98333333,0.0,0.0,168.2666667,45.28,110.9666667,100.2,서귀포시
서귀포,4,51.13,15.45,23.96666667,6.416666667,87.81666667,20.75,6.2,186.0166667,47.64,163.5833333,230.2,서귀포시
서귀포,5,51.13,19.1,27.4,11.63333333,138.15,24.25,6.3,182.9166667,42.49833333,290.35,542.5,서귀포시
서귀포,6,51.13,22.33333333,28.6,16.21666667,113.7666667,31.53333333,11.03333333,139.5666667,32.47,298.0833333,229.4,서귀포시
서귀포,7,51.13,25.68333333,31.5,20.51666667,87.86666667,36.73333333,12.35,111.2166667,25.425,277.75,428.9,서귀포시
서귀포,8,51.13,27.38333333,32.63333333,22.2,97.6,32.95,13.21666667,171.8666667,41.48,239.4166667,159.2,서귀포시
서귀포,9,51.13,24.01666667,31.06666667,17.41666667,148.5166667,51.28333333,16.06666667,144.0833333,38.765,406.4166667,566.0,서귀포시
서귀포,10,51.13,19.26666667,27.08333333,11.58333333,56.35,15.66666667,5.983333333,191.8833333,55.15666667,75.18333333,204.3,서귀포시
서귀포,11,51.13,15.05,23.46666667,5.933333333,22.88333333,0.0,0.0,159.2333333,50.66833333,46.45,68.2,서귀포시
서귀포,12,51.13,9.233333333,19.21666667,-0.45,26.68333333,0.0,0.0,133.2833333,42.91166667,51.15,70.4,서귀포시
서산,1,25.59,-1.3,11.38333333,-13.66666667,15.03333333,0.0,0.0,153.05,49.52166667,22.08333333,44.9,서산시
서산,2,25.59,0.616666667,13.35,-11.06666667,15.93333333,0.0,0.0,159.6666667,52.19,26.23333333,72.2,서산시
서산,3,25.59,6.7,20.83333333,-5.8,28.76666667,0.0,0.0,184.0,49.58166667,55.76666667,106.4,서산시
서산,4,25.59,11.68333333,25.86666667,-1.533333333,33.48333333,11.1,2.7,196.4333333,49.81166667,69.13333333,112.1,서산시
서산,5,25.59,17.03333333,28.6,5.1,28.86666667,8.783333333,3.816666667,214.05,48.83833333,89.53333333,144.8,서산시
서산,6,25.59,21.81666667,32.15,12.95,92.51666667,44.21666667,14.5,169.5,38.845,154.0,296.1,서산시
서산,7,25.59,25.46666667,34.61666667,18.4,100.35,24.78333333,7.316666667,150.75,33.985,243.9666667,385.4,서산시
서산,8,25.59,26.03333333,35.0,18.01666667,81.08333333,27.5,12.88333333,149.2,36.08833333,264.9,347.6,서산시
서산,9,25.59,21.38333333,30.31666667,11.31666667,83.65,29.13333333,9.516666667,147.9,39.67333333,176.5833333,175.0,서산시
서산,10,25.59,14.16666667,26.2,1.833333333,47.3,17.41666667,7.733333333,184.0,53.085,83.71666667,147.4,서산시
서산,11,25.59,8.05,21.43333333,-3.483333333,51.73333333,0.0,0.0,142.8,46.48,98.75,54.2,서산시
서산,12,25.59,0.883333333,14.25,-11.83333333,13.88333333,0.0,0.0,121.0666667,40.50166667,38.43333333,96.8,서산시
세종,1,91.75,-0.55,12.625,-14.175,22.175,0.0,0.0,170.3,55.035,33.075,78.6,세종시
세종,2,91.75,1.925,16.025,-9.625,16.6,0.0,0.0,179.775,59.6175,27.6,87.5,세종시
세종,3,91.75,8.475,22.825,-4.175,27.85,0.0,0.0,203.8,54.9125,54.5,81.3,세종시
세종,4,91.75,13.05,27.675,-0.125,18.35,5.1,2.375,230.525,59.0175,44.025,38.4,세종시
세종,5,91.75,17.975,29.95,5.575,36.65,15.375,6.75,230.675,53.215,109.275,184.8,세종시
세종,6,91.75,23.05,33.5,13.25,47.0,17.7,7.475,205.325,46.7575,128.275,146.4,세종시
세종,7,91.75,25.525,33.625,19.125,135.3,41.375,15.25,159.6,35.7675,430.775,685.8,세종시
세종,8,91.75,25.975,34.65,18.825,108.85,36.9,16.8,152.85,36.425,363.95,269.0,세종시
세종,9,91.75,21.7,31.275,12.85,86.8,29.25,8.55,157.975,42.77,216.95,234.3,세종시
세종,10,91.75,14.275,26.675,1.9,17.025,8.45,3.425,193.725,55.49,37.2,95.4,세종시
세종,11,91.75,8.3,23.275,-4.1,25.25,0.0,0.0,162.35,52.8,47.7,21.1,세종시
세종,12,91.75,0.25,13.925,-13.65,12.675,0.0,0.0,147.75,49.0125,35.7,108.8,세종시
속초,1,17.795,0.35,11.41666667,-11.86666667,20.08333333,0.0,0.0,173.1166667,56.69,43.16666667,148.1,속초시
속초,2,17.795,2.033333333,14.73333333,-9.35,20.93333333,0.0,0.0,175.65,57.845,32.88333333,50.8,속초시
속초,3,17.795,8.083333333,21.81666667,-2.933333333,27.31666667,0.0,0.0,186.5333333,50.29333333,61.03333333,104.4,속초시
속초,4,17.795,12.55,27.23333333,2.0,31.7,5.266666667,1.85,199.35,50.33,74.78333333,108.2,속초시
속초,5,17.795,17.5,32.28333333,6.283333333,52.4,10.58333333,3.116666667,216.6,49.01833333,103.2333333,239.4,속초시
속초,6,17.795,21.1,32.7,12.48333333,66.83333333,17.73333333,9.066666667,177.2833333,39.99666667,151.4666667,228.1,속초시
속초,7,17.795,24.48333333,34.41666667,17.43333333,71.35,21.88333333,8.05,159.0833333,35.30666667,203.3166667,270.6,속초시
속초,8,17.795,25.11666667,35.88333333,18.01666667,186.8166667,53.36666667,14.6,127.5166667,33.27166667,428.3666667,422.5,속초시
속초,9,17.795,20.65,29.76666667,12.56666667,85.83333333,19.31666667,6.583333333,142.3,38.11833333,228.7333333,416.7,속초시
속초,10,17.795,14.95,25.9,4.116666667,60.2,16.08333333,4.983333333,155.8166667,44.83166667,178.0833333,377.1,속초시
속초,11,17.795,9.716666667,22.21666667,-2.933333333,47.93333333,0.0,0.0,167.85,55.62,83.1,191.2,속초시
속초,12,17.795,2.083333333,13.8,-11.73333333,21.13333333,0.0,0.0,175.0666667,59.08833333,49.18333333,204.5,속초시
순천,1,165.0,0.666666667,14.6,-11.15,19.15,0.0,0.0,152.3666667,48.81166667,36.83333333,100.1,순천시
순천,2,165.0,2.466666667,17.91666667,-9.216666667,18.95,0.0,0.0,150.9166667,49.0,29.2,40.5,순천시
순천,3,165.0,8.266666667,23.05,-4.283333333,36.28333333,0.0,0.0,178.6833333,48.12666667,95.0,118.2,순천시
순천,4,165.0,12.45,26.68333333,-1.383333333,40.83333333,10.45,2.8,181.6166667,46.28666667,89.63333333,58.5,순천시
순천,5,165.0,17.16666667,29.76666667,2.766666667,52.08333333,9.233333333,3.316666667,183.0666667,42.15833333,116.2666667,271.1,순천시
순천,6,165.0,21.58333333,32.18333333,10.25,75.55,22.28333333,8.05,145.3666667,33.47,188.2333333,226.2,순천시
순천,7,165.0,24.63333333,33.38333333,17.0,119.1333333,30.58333333,8.833333333,100.2166667,22.67666667,352.4333333,497.8,순천시
순천,8,165.0,25.75,34.88333333,16.43333333,93.96666667,30.0,11.53333333,132.2166667,31.69833333,297.8666667,445.1,순천시
순천,9,165.0,20.88333333,30.76666667,9.95,79.7,28.56666667,11.93333333,112.6833333,30.27666667,215.9166667,150.2,순천시
순천,10,165.0,14.01666667,26.6,1.2,65.26666667,16.48333333,5.25,180.1666667,51.37333333,80.2,199.9,순천시
순천,11,165.0,8.383333333,23.08333333,-4.016666667,25.1,0.0,0.0,150.65,48.49666667,48.93333333,82.4,순천시
순천,12,165.0,1.85,16.28333333,-9.45,13.5,0.0,0.0,141.6,46.38166667,25.16666667,61.4,순천시
안동,1,140.422,-1.366666667,11.4,-14.43333333,11.35,0.0,0.0,177.7833333,57.43333333,16.35,50.5,안동시
안동,2,140.422,1.266666667,16.1,-11.56666667,14.8,0.0,0.0,179.6333333,59.085,20.7,58.5,안동시
안동,3,140.422,7.933333333,22.66666667,-5.066666667,26.33333333,0.0,0.0,195.8,52.75166667,59.48333333,99.6,안동시
안동,4,140.422,12.7,28.13333333,-0.983333333,28.86666667,7.6,2.4,201.3,51.075,74.86666667,126.6,안동시
안동,5,140.422,18.01666667,31.46666667,4.1,30.76666667,8.333333333,3.483333333,217.5333333,49.68666667,83.73333333,136.5,안동시
안동,6,140.422,22.48333333,33.86666667,11.73333333,34.16666667,15.0,6.666666667,188.55,42.93,102.4666667,199.4,안동시
안동,7,140.422,25.4,34.9,16.8,60.13333333,20.6,9.666666667,142.7333333,32.005,229.5666667,311.6,안동시
안동,8,140.422,26.0,36.28333333,17.53333333,57.7,22.78333333,10.08333333,147.4,35.13,227.4333333,174.3,안동시
안동,9,140.422,20.63333333,30.68333333,11.43333333,51.93333333,17.76666667,6.0,133.4833333,36.075,123.8666667,176.5,안동시
안동,10,140.422,13.43333333,26.21666667,0.433333333,34.78333333,8.05,2.433333333,165.8166667,47.47666667,58.9,131.5,안동시
안동,11,140.422,7.216666667,22.08333333,-5.183333333,20.13333333,0.0,0.0,161.3666667,52.455,33.6,5.8,안동시
안동,12,140.422,-0.3,13.26666667,-13.83333333,10.13333333,0.0,0.0,163.15,54.48333333,20.03333333,76.0,안동시
양평,1,47.26,-2.433333333,10.48333333,-15.48333333,16.16666667,0.0,0.0,153.7666667,50.02,23.36666667,63.7,양평군
양평,2,47.26,0.466666667,13.98333333,-11.76666667,12.83333333,0.0,0.0,151.8166667,49.81833333,21.16666667,49.3,양평군
양평,3,47.26,7.783333333,21.76666667,-4.833333333,28.13333333,0.0,0.0,168.3333333,45.36833333,54.38333333,96.7,양평군
양평,4,47.26,12.65,27.35,-0.3,33.3,6.183333333,1.8,182.7833333,46.24833333,69.91666667,107.4,양평군
양평,5,47.26,17.85,30.46666667,5.266666667,41.0,10.53333333,6.033333333,193.1666667,43.90333333,105.9,199.1,양평군
양평,6,47.26,22.71666667,33.33333333,12.43333333,67.8,20.7,9.433333333,159.9166667,36.22333333,153.9,347.1,양평군
양평,7,47.26,25.68333333,34.9,18.3,91.28333333,31.25,11.5,131.7333333,29.37333333,260.5833333,399.0,양평군
양평,8,47.26,25.86666667,35.4,17.85,114.5,43.46666667,17.56666667,117.5166667,27.90333333,409.8166667,756.8,양평군
양평,9,47.26,20.83333333,30.33333333,11.38333333,63.96666667,24.86666667,9.166666667,131.4166667,35.225,157.8166667,140.8,양평군
양평,10,47.26,13.26666667,25.93333333,1.2,27.85,11.66666667,4.35,149.7,42.965,60.68333333,101.4,양평군
양평,11,47.26,6.883333333,21.55,-5.55,40.93333333,0.0,0.0,134.3833333,43.95333333,66.26666667,44.9,양평군
양평,12,47.26,-1.083333333,12.46666667,-14.13333333,10.4,0.0,0.0,132.1666667,44.225,26.38333333,91.0,양평군
여수,1,65.93,3.383333333,14.28333333,-7.7,20.95,0.0,0.0,171.75,54.67333333,35.4,81.3,여수시
여수,2,65.93,4.983333333,15.51666667,-5.25,23.6,0.0,0.0,167.8333333,54.41333333,35.75,61.3,여수시
여수,3,65.93,10.16666667,20.76666667,0.55,49.23333333,0.0,0.0,189.5666667,51.05166667,107.2333333,175.1,여수시
여수,4,65.93,13.9,22.98333333,4.183333333,41.66666667,13.53333333,4.5,192.15,49.00666667,96.83333333,44.8,여수시
여수,5,65.93,18.36666667,26.76666667,10.63333333,57.71666667,10.68333333,3.35,206.1833333,47.55166667,146.8333333,338.6,여수시
여수,6,65.93,22.0,29.2,16.25,88.38333333,35.01666667,11.95,176.7166667,40.72333333,244.6833333,275.3,여수시
여수,7,65.93,25.3,31.9,20.1,131.5166667,41.95,13.46666667,136.7,30.985,365.5,402.3,여수시
여수,8,65.93,27.11666667,33.55,22.25,65.01666667,34.38333333,14.56666667,175.1666667,42.04333333,193.9833333,303.2,여수시
여수,9,65.93,23.08333333,29.88333333,16.98333333,82.35,28.41666667,10.15,132.4,35.57666667,211.0333333,136.7,여수시
여수,10,65.93,17.66666667,26.73333333,8.333333333,50.0,15.58333333,5.166666667,206.85,58.935,72.4,195.6,여수시
여수,11,65.93,12.23333333,22.4,2.133333333,17.93333333,0.0,0.0,168.6666667,54.17,35.06666667,44.9,여수시
여수,12,65.93,5.066666667,15.35,-6.233333333,14.63333333,0.0,0.0,169.0,55.18833333,27.7,68.4,여수시
영덕,1,40.955,1.6,14.28333333,-10.73333333,14.86666667,0.0,0.0,166.7,54.205,29.03333333,115.1,영덕군
영덕,2,40.955,3.416666667,17.13333333,-7.75,16.93333333,0.0,0.0,166.0,54.22666667,26.13333333,47.2,영덕군
영덕,3,40.955,8.983333333,22.96666667,-2.266666667,23.16666667,0.0,0.0,179.0166667,48.23833333,53.75,91.2,영덕군
영덕,4,40.955,12.83333333,28.3,0.716666667,31.25,7.35,2.45,191.65,49.23166667,72.43333333,114.0,영덕군
영덕,5,40.955,17.6,31.56666667,5.133333333,27.48333333,8.2,3.233333333,214.2333333,48.95333333,67.33333333,125.3,영덕군
영덕,6,40.955,21.43333333,34.55,11.2,36.46666667,11.4,3.483333333,186.7166667,42.55666667,110.5166667,212.9,영덕군
영덕,7,40.955,24.36666667,34.9,16.83333333,67.21666667,23.01666667,7.45,133.6833333,29.975,227.4833333,391.9,영덕군
영덕,8,40.955,25.31666667,36.11666667,17.71666667,79.83333333,33.7,10.58333333,151.1,36.01833333,211.6833333,333.4,영덕군
영덕,9,40.955,20.7,29.7,12.11666667,68.81666667,17.98333333,5.183333333,120.8333333,32.82,175.8,92.1,영덕군
영덕,10,40.955,14.93333333,26.76666667,3.9,97.91666667,20.46666667,6.833333333,163.8833333,46.915,172.65,454.0,영덕군
영덕,11,40.955,10.05,22.83333333,-1.716666667,36.56666667,0.0,0.0,159.0333333,51.675,64.75,163.1,영덕군
영덕,12,40.955,3.016666667,16.73333333,-9.933333333,14.05,0.0,0.0,162.2,53.75166667,29.76666667,135.2,영덕군
영월,1,240.57,-2.266666667,11.35,-15.6,12.58333333,0.0,0.0,160.0166667,51.90833333,19.58333333,62.4,영월군
영월,2,240.57,0.566666667,15.16666667,-12.51666667,11.76666667,0.0,0.0,165.5333333,54.23,19.96666667,44.1,영월군
영월,3,240.57,7.433333333,22.75,-5.333333333,23.53333333,0.0,0.0,175.9666667,47.42166667,49.91666667,77.1,영월군
영월,4,240.57,12.11666667,28.85,-1.25,25.4,6.383333333,2.083333333,180.4166667,45.7,61.7,98.4,영월군
영월,5,240.57,17.05,31.5,3.833333333,30.31666667,10.11666667,4.4,185.7833333,42.30333333,88.13333333,143.8,영월군
영월,6,240.57,21.76666667,34.26666667,10.31666667,59.13333333,24.18333333,9.0,167.5166667,38.05166667,130.1,141.7,영월군
영월,7,240.57,24.53333333,36.16666667,16.56666667,71.6,28.5,11.73333333,135.5333333,30.27,260.2,362.8,영월군
영월,8,240.57,24.7,35.68333333,16.36666667,97.9,31.86666667,11.83333333,120.4166667,28.62666667,327.8,488.1,영월군
영월,9,240.57,19.73333333,30.26666667,10.26666667,52.43333333,15.4,6.266666667,127.9,34.29,141.9333333,51.0,영월군
영월,10,240.57,12.51666667,26.03333333,0.3,33.38333333,10.33333333,5.716666667,141.6166667,40.61166667,62.13333333,108.6,영월군
영월,11,240.57,6.55,22.31666667,-5.85,24.71666667,0.0,0.0,144.4,47.135,47.56666667,21.0,영월군
영월,12,240.57,-1.266666667,13.13333333,-15.15,13.66666667,0.0,0.0,141.25,47.17166667,30.61666667,96.8,영월군
영주,1,211.32,-1.866666667,10.61666667,-15.0,15.81666667,0.0,0.0,158.6333333,51.36166667,20.28333333,67.5,영주시
영주,2,211.32,0.65,14.98333333,-12.13333333,13.56666667,0.0,0.0,164.9166667,53.97333333,21.43333333,59.4,영주시
영주,3,211.32,7.316666667,21.78333333,-5.466666667,34.03333333,0.0,0.0,178.2833333,48.05166667,79.18333333,128.1,영주시
영주,4,211.32,11.96666667,27.31666667,-1.183333333,39.01666667,7.366666667,1.9,186.1166667,47.18166667,88.2,148.9,영주시
영주,5,211.32,17.1,30.63333333,2.95,44.9,10.15,3.466666667,205.8666667,46.945,114.1833333,158.8,영주시
영주,6,211.32,21.58333333,32.88333333,10.48333333,54.43333333,20.26666667,7.4,175.2666667,39.85,166.8166667,409.0,영주시
영주,7,211.32,24.31666667,33.76666667,15.83333333,98.45,25.3,9.85,128.5,28.765,330.0,415.0,영주시
영주,8,211.32,24.51666667,35.0,15.83333333,75.4,24.88333333,10.35,118.6833333,28.53166667,315.45,343.8,영주시
영주,9,211.32,19.46666667,29.35,8.833333333,73.68333333,25.1,8.033333333,122.2833333,32.78833333,165.0833333,194.8,영주시
영주,10,211.32,12.53333333,25.33333333,-0.216666667,37.78333333,8.766666667,3.0,164.2,47.05,68.43333333,146.4,영주시
영주,11,211.32,6.6,20.61666667,-5.75,37.46666667,0.0,0.0,152.6833333,49.73833333,58.65,32.3,영주시
영주,12,211.32,-0.683333333,12.6,-14.25,11.98333333,0.0,0.0,147.3166667,49.02,27.98333333,102.1,영주시
영천,1,96.12,0.316666667,14.1,-11.93333333,14.9,0.0,0.0,144.9833333,46.59,27.36666667,99.1,영천시
영천,2,96.12,2.566666667,17.25,-10.16666667,17.98333333,0.0,0.0,153.95,50.16833333,22.0,55.4,영천시
영천,3,96.12,8.733333333,23.8,-4.016666667,19.86666667,0.0,0.0,180.8333333,48.72,56.6,95.5,영천시
영천,4,96.12,13.2,28.63333333,-0.95,26.21666667,6.466666667,2.233333333,193.1,49.08666667,61.26666667,80.3,영천시
영천,5,96.12,18.3,32.13333333,3.85,26.61666667,6.733333333,2.733333333,205.4166667,47.07666667,69.25,164.8,영천시
영천,6,96.12,22.46666667,34.65,11.33333333,47.23333333,20.96666667,8.933333333,162.7166667,37.22833333,149.0833333,218.9,영천시
영천,7,96.12,25.31666667,35.5,16.9,60.35,19.98333333,10.53333333,129.0833333,29.03333333,202.0666667,232.8,영천시
영천,8,96.12,26.2,36.41666667,17.6,90.5,28.6,12.16666667,143.2166667,34.205,230.7666667,97.6,영천시
