종류,명칭,주소,위도,경도,시도구분,시도시군구,법정동코드,전화번호
유통센터,신산농산물유통영농조합법인,제주특별자치도 서귀포시 성산읍 독자봉로 51번길 16,33.3818167,126.8718161,제주특별자치도,서귀포시,4913000000,064-783-2288
유통센터,위미농업협동조합 (거점) 농산물산지유통센터,제주특별자치도 서귀포시 남원읍 하례로 552,33.3252261,126.5961931,제주특별자치도,서귀포시,4913000000,064-732-1042
유통센터,신효월라봉영농조합법인,제주특별자치도 서귀포시 월라봉로 76-8,33.2683525,126.602292,제주특별자치도,서귀포시,4913000000,064-764-4052
유통센터,제주키위영농조합법인 농산물산지유통센터,제주특별자치도 서귀포시 남원읍 남위남성로 213번길 119-86,33.2819571,126.6971802,제주특별자치도,서귀포시,4913000000,064-764-7650
유통센터,서귀포한라영농조합법인 농산물산지유통센터,제주특별자치도 서귀포시 516로 575,33.3005174,126.598987,제주특별자치도,서귀포시,4913000000,064-733-6707
유통센터,남원농업협동조합 (거점)농산물산지유통센터,제주특별자치도 서귀포시 남원읍 태신로 106,33.2952553,126.7444784,제주특별자치도,서귀포시,4913000000,064-764-9926
유통센터,중문농업협동조합 (거점)농산물산지유통센터,제주특별자치도 서귀포시 색달로 166,33.2609341,126.4212467,제주특별자치도,서귀포시,4913000000,064-738-4188
유통센터,서귀포농업협동조합 (거점)농산물산지유통센터,제주특별자치도 서귀포시 중산간동로 7800-9,33.2687193,126.5825705,제주특별자치도,서귀포시,4913000000,064-733-4771
유통센터,안덕농업협동조합 농산물산지유통센터,제주특별자치도 서귀포시 안덕면 화순중앙로 12번길 30-5,33.2503103,126.3310506,제주특별자치도,서귀포시,4913000000,064-794-0929
유통센터,대정농업협동조합 농산물산지유통센터,제주특별자치도 서귀포시 대정읍 노을해안로 23,33.2417421,126.2264586,제주특별자치도,서귀포시,4913000000,064-794-8506
유통센터,효돈농업협동조합 농산물산지유통센터,제주특별자치도 서귀포시 칠십리로 712,33.2554309,126.6178796,제주특별자치도,서귀포시,4913000000,064-767-0391
유통센터,위미농업협동조합 농산물산지유통센터,제주특별자치도 서귀포시 남원읍 위미항구로 217,33.302706,126.6568975,제주특별자치도,서귀포시,4913000000,064-764-1036
유통센터,예천농협 농산물유통사업소,경상북도 예천군 예천읍 역전길 16,36.6486211,128.4456689,경상북도,예천군,4790000000,054-655-0976
유통센터,예천군농산물산지유통센터,경상북도 예천군 개포면 예지로 1226,36.6137959,128.4126028,경상북도,예천군,4790000000,054-654-0980
유통센터,대구경북능금농협 예천사과유통센터,경상북도 예천군 예천읍 충효로 556,36.6708859,128.4634247,경상북도,예천군,4790000000,054-654-4150
유통센터,농업회사법인참사랑친환경㈜,충청남도 보령시 청라면 상중길 32-10,36.3873984,126.6773854,충청남도,보령시,4418000000,
유통센터,백제농산영농조합법인,충청남도 보령시 웅천읍 무창포로 300,36.2469156,126.5582466,충청남도,보령시,4418000000,
유통센터,함양농협APC,경상남도 함양군 함양읍 고운로 153,35.5225092,127.7381382,경상남도,함양군,4887000000,
유통센터,지곡농협APC,경상남도 함양군 지곡면 병곡지곡로 966-30,35.5636168,127.7735179,경상남도,함양군,4887000000,
유통센터,수동농협APC,경상남도 함양군 수동면 수남로 106,35.5243912,127.801588,경상남도,함양군,4887000000,
유통센터,안의농협APC,경상남도 함양군 안의면 광풍로 82-28,35.6237319,127.8080172,경상남도,함양군,4887000000,
유통센터,마천농협APC,경상남도 함양군 마천면 천왕봉로 1162-3,35.3966024,127.6661973,경상남도,함양군,4887000000,
유통센터,함양양파영농조합법인,경상남도 함양군 유림면 천왕봉로 3018,35.4786432,127.7962338,경상남도,함양군,4887000000,
유통센터,남제천농협 농산물산지유통센터,충청북도 제천시 덕산면 약초로 50-3,36.9126103,128.1617859,충청북도,제천시,4315000000,043-653-9801
유통센터,음봉농협 산지유통센터,충청남도 아산시 음봉면 월암로 489,36.8789809,127.0747225,충청남도,아산시,4420000000,041-546-8270
유통센터,제천시 농산물산지유통센터,충청북도 제천시 수산면 월악로 2749,36.9189971,128.190994,충청북도,제천시,4315000000,043-653-9801
유통센터,백운농협 농산물산지유통센터,충청북도 제천시 백운면 금봉로 16,37.1406998,128.0240781,충청북도,제천시,4315000000,043-652-6611
유통센터,만인산농협 산지유통센터,충청남도 금산군 추부면 서대산로 400-6,36.2174892,127.4945284,충청남도,금산군,4471000000,041-753-9282
유통센터,금산농협,충청남도 금산군 남이면 비실길 15,36.0724406,127.4883522,충청남도,금산군,4471000000,041-751-9267
유통센터,영천농협화남APC,경상북도 영천시 화남면 천문로 1587,36.0592667,128.8912312,경상북도,영천시,4723000000,054-337-9201
유통센터,청우영농조합법인,경상북도 영천시 청통면 청통초등길 8,35.9911637,128.8239384,경상북도,영천시,4723000000,054-336-1414
유통센터,삼진영농조합법인,경상북도 영천시 신녕면 관기길 66,36.0419789,128.7954411,경상북도,영천시,4723000000,054-334-8392
유통센터,대구경북 능금농협 영천지점,경상북도 영천시 역전로 17,35.9625327,128.9359026,경상북도,영천시,4723000000,054-334-4551
유통센터,보람APC,경상북도 영천시 금호읍 마단길 102-1,35.9019659,128.8871341,경상북도,영천시,4723000000,054-337-0073
유통센터,금호농협,경상북도 영천시 금호읍 금창로 86,35.9250107,128.8780687,경상북도,영천시,4723000000,054-338-1131
유통센터,북안농협,경상북도 영천시 북안면 유상길7(유하463),35.938634,128.971283,경상북도,영천시,4723000000,054-333-7136
유통센터,임고농협APC,경상북도 영천시 임고면 포은로 422,36.013635,128.9751043,경상북도,영천시,4723000000,054-335-7701
유통센터,덕연복숭아작목반,경상북도 영천시 임고면 덕연길 114,36.0523047,128.9844699,경상북도,영천시,4723000000,054-337-9497
유통센터,구암채약산포도작목반,경상북도 영천시 금호읍 칠백로 624-35,35.9162803,128.9296398,경상북도,영천시,4723000000,
유통센터,영천친환경영농조합,경상북도 영천시 화남면 신선로 10-17,36.0289198,128.9328121,경상북도,영천시,4723000000,054-337-6202
유통센터,천지유통영농조합,경상북도 영천시 금호읍 가라골1길 72-4,35.9223112,128.862504,경상북도,영천시,4723000000,054-338-8861
유통센터,과미유통영농법인,경상북도 영천시 임고면 포은로 809-27,36.0438617,128.9844704,경상북도,영천시,4723000000,
유통센터,영천유기촌영농법인,경상북도 영천시 청통면 청통로 127,35.9929188,128.8762287,경상북도,영천시,4723000000,054-332-5825
유통센터,햇살영농조합법인,경상북도 영천시 임고면 포은로 711,36.0393603,128.9789353,경상북도,영천시,4723000000,054-336-7079
유통센터,영천참조은친환경영농조합법인,경상북도 영천시 화남면 천문로 1471-5,36.0493553,128.8950642,경상북도,영천시,4723000000,
유통센터,정원유기농영농조합법인,경상북도 영천시 북안면 대경로 2166-116,35.9361669,128.9797043,경상북도,영천시,4723000000,054-337-1507
유통센터,농산물종합유통센터,전라북도 고창군 녹두로 1265,35.4346252,126.6839043,전라북도,고창군,4579000000,063-560-2534
유통센터,용인시농협조합공동사업법인,경기도 용인시 처인구 원삼면 죽양대로1763번길 36-2,37.1935336,127.3214246,경기도,용인시,4146000000,031-339-8822
유통센터,화성시 농산물 산지유통센터(APC),화성시 팔탄면 푸른들판로 526,37.15556,126.9000261,경기도,화성시,4159000000,031-5180-7810
유통센터,서북부경남 과수거점산지유통센터,경상남도 거창군 거창읍 거함대로 3372,35.675616,127.9262898,경상남도,거창군,4888000000,055-945-3203
유통센터,예산농산물유통센터,충청남도 예산군 신암면 오신로 875,36.743601,126.8113928,충청남도,예산군,4481000000,041-331-3503
유통센터,동고성농협 농산물산지유통센터,경상남도 고성군 영오면 영회로 477,35.1071007,128.2329599,경상남도,고성군,4882000000,
공판장,경산농협,경상북도 경산시 중방로 103(계양동),35.8322686,128.7448614,경상북도,경산시,4729000000,
공판장,경주농협 성동지점,경상북도 경주시 원화로 338-1,35.8505877,129.217429,경상북도,경주시,4713000000,
공판장,고성농협 서부지점,경상남도 고성군 고성읍 송학로 113번길 10,34.9781736,128.3221863,경상남도,고성군,4882000000,
공판장,공주농협,충청남도 공주시 금성길 19,36.4600447,127.1225992,충청남도,공주시,4415000000,
공판장,군산원예농협,전라북도 군산시 하포로 29,35.9567612,126.724071,전라북도,군산시,4513000000,
공판장,김제원예농협,전라북도 김제시 월죽로 948,35.7975805,126.8689784,전라북도,김제시,4521000000,
공판장,김천농협 지좌지점,경상북도 김천시 황산3길 42,36.1170844,128.1321129,경상북도,김천시,4715000000,
공판장,나주배원예농협,전라남도 나주시 청동길 32,35.0377621,126.72464,전라남도,나주시,4617000000,
공판장,남원원예농협,전라북도 남원시 남문로 396-1,35.4062961,127.3746408,전라북도,남원시,4519000000,
공판장,남지농협 대신지점,경상남도 창녕군 남지읍 낙동로 412,35.3877797,128.4694665,경상남도,창녕군,4874000000,
공판장,녹동농협,전라남도 고흥군 도양읍 우주항공로 21,34.5257661,127.1404426,전라남도,고흥군,4677000000,
공판장,논산계룡농협 농산물공판장,충청남도 논산시 연산면 청동로 34,36.2082181,127.1964537,충청남도,논산시,4423000000,
공판장,대관령원예농협 공판사업소,강원특별자치도 평창군 용평면 경강로 2220,37.6050391,128.4617784,강원특별자치도,평창군,5176000000,
공판장,대구경북능금농협 영천경제사업장,경상북도 영천시 장천2길 30,35.9697595,128.9544628,경상북도,영천시,4723000000,
공판장,동두천농협,강원특별자치도 동두천시 중앙로 207,37.8998762,127.0522412,강원특별자치도,동두천시,4125000000,
공판장,목포원예농협,전라남도 목포시 영산로 575,34.8164461,126.4195108,전라남도,목포시,4611000000,
공판장,밀양농협 공판장지점,경상남도 밀양시 상남면 예평로 59,35.4629936,128.7650207,경상남도,밀양시,4827000000,
공판장,산서농협 각남지점,경상북도 청도군 각남면 각남로 103,35.6433677,128.6610704,경상북도,청도군,4782000000,
공판장,삼천포농협 중앙지점,경상남도 사천시 삼상로 288,34.9418294,128.1057868,경상남도,사천시,4824000000,
공판장,상주농협,경상북도 상주시 왕산로 64,36.4086057,128.1620145,경상북도,상주시,4725000000,
공판장,상주원예농협 공판장,경상북도 상주시 중앙로 310,36.4159942,128.1726114,경상북도,상주시,4725000000,
공판장,서안동농협 농산물공판장<간>,경상북도 안동시 풍산읍 유통단지길 131,36.5885782,128.6108851,경상북도,안동시,4717000000,
공판장,성주조공법인,경상북도 성주군 대가면 옥성4길 1,35.9133902,128.2460263,경상북도,성주군,4784000000,
공판장,성주참외원예농협,경상북도 성주군 성주읍 성주로 3393-17,35.9191953,128.3059663,경상북도,성주군,4784000000,
공판장,신경주농협,경상북도 경주시 건천읍 단석로 2017,35.8494965,129.1027909,경상북도,경주시,4713000000,
공판장,여수원예농협,전라남도 여수시 남산북9길 20,34.7387634,127.7291435,전라남도,여수시,4613000000,
공판장,여수원예농협 여천사업소,전라남도 여수시 쌍봉로 92,34.7656722,127.6658176,전라남도,여수시,4613000000,
공판장,영천농협 공판장<간>,경상북도 영천시 장천 2길 25,35.9714857,128.9536402,경상북도,영천시,4723000000,
공판장,예산능금농협,충청남도 예산군 예산읍 충서로 860,36.6844172,126.8274926,충청남도,예산군,4481000000,
공판장,왜관농협,경상북도 칠곡군 왜관읍 중앙로 220,35.9946211,128.3993068,경상북도,칠곡군,4785000000,
공판장,용암농협,경상북도 성주군 용암면 운용로 1112,35.841761,128.3418589,경상북도,성주군,4784000000,
공판장,용암농협,경상북도 성주군 용암면 운용로 1112,35.841761,128.3418589,경상북도,성주군,4784000000,
공판장,의성군농산물공판장,경상북도 의성군 의성읍 경북대로 5692,36.3518677,128.6784154,경상북도,의성군,4773000000,
공판장,의성농협 유통사업소,경상북도 의성군 의성읍 경북대로 5692-24,36.3522948,128.6798993,경상북도,의성군,4773000000,
공판장,이방농협,경상남도 창녕군 이방면 이방로 946,35.6001737,128.3833913,경상남도,창녕군,4874000000,
공판장,일산영농조합법인 농산물공판장,경상북도 의성군 봉양면 조문로 373,36.2865202,128.6243349,경상북도,의성군,4773000000,
공판장,전주농협 공판장지점,전라북도 전주시 완산구 천잠로 22,35.7935938,127.1092094,전라북도,전주시,4511000000,
공판장,점촌농협 경제사업소,경상북도 문경시 흥덕로 13,36.6020598,128.2050185,경상북도,문경시,4728000000,
공판장,제주시농협 농산물공판장,제주특별자치도 제주시 남광로 206,33.5041073,126.5544816,제주특별자치도,제주시,4911000000,
공판장,제천농협 공판장,충청북도 제천시 화산동 984,37.1269408,128.2187561,충청북도,제천시,4315000000,
공판장,창녕농협 산지유통센터,경상남도 창녕군 대지면 대지원동길 11,35.5634772,128.4762936,경상남도,창녕군,4874000000,
공판장,청도농협 공판장,경상북도 청도군 청도읍 한내길 170,35.6453821,128.7470685,경상북도,청도군,4782000000,
공판장,청매당 농산물공판장,경상북도 의성군 금성면 청로길 170,36.2426282,128.6823624,경상북도,의성군,4773000000,
공판장,충서원예농협 공판장지점,충청남도 서산시 고운로 353,36.7866506,126.4732905,충청남도,서산시,4421000000,
공판장,통영농협,경상남도 통영시 새터길 7,34.8405038,128.4177323,경상남도,통영시,4822000000,
공판장,군위농협공판장,경상북도 군위군 군위읍 도군로 2695,36.2437378,128.5653352,경상북도,군위군,2772000000,
공판장,농업회사법인 산지애(주),경상북도 청송군 주왕산면 주왕산로 448,36.3794794,129.1038117,경상북도,청송군,4775000000,
도매시장,서울가락농수산물도매시장,서울특별시 송파구 양재대로 932,37.4934824,127.1115038,서울특별시,송파구,1171000000,(02)3435-1000
도매시장,서울강서농수산물도매시장,서울특별시 강서구 발산로40,37.5536291,126.8213981,서울특별시,강서구,1150000000,(02)2640-6000
도매시장,부산엄궁농수산물도매시장,경상남도 부산시 사상구 농산물시장로 9,35.1284447,128.9642224,경상남도,부산시,4801000000,(051)310-8282
도매시장,부산국제농수산물도매시장,경상남도 부산시 서구 원양로 35,35.0586404,129.0107875,경상남도,부산시,4801000000,(051)220-8817
도매시장,부산반여농수산물도매시장,경상남도 부산시 해운대구 수영강변대로 626,35.2148311,129.1229414,경상남도,부산시,4801000000,(051)550-8222
도매시장,대구북부농수산물도매시장,경상북도 대구시 북구 매천로 18길 34,35.9025772,128.5431863,경상북도,대구시,4701000000,(053)803-7000
도매시장,인천남촌농수산물도매시장,경기도 인천시 남동구 비류대로 763,37.4220055,126.7188765,경기도 ,인천시,4101000000,(032)440-6999
도매시장,인천삼산농수산물도매시장,경기도 인천시 부평구 영성동로 46,37.5221155,126.7489635,경기도 ,인천시,4101000000,(032)440-6450
도매시장,광주각화농수산물도매시장,전라남도 광주시 북구 동문로 260,35.1710036,126.9219551,전라남도,광주시,4161000000,(062)613-5522
도매시장,광주서부농수산물도매시장,전라남도 광주시 서구 매월2로 16,35.1157827,126.8569415,전라남도,광주시,4161000000,(062)613-5491
도매시장,대전오정농수산물도매시장,충청남도 대전시 대덕구 한밭대로 987,36.3576648,127.4060132,충청남도,대전시,4411000000,(042)270-7998
도매시장,대전노은농수산물도매시장,충청남도 대전시 유성구 노은동로33,36.3651666,127.3201782,충청남도,대전시,4411000000,(042)270-7944
도매시장,수원농수산물도매시장,경기도 수원시 권선구 세권로 243,37.2552254,127.031123,경기도 ,수원시,4111000000,(031)228-2723
도매시장,안양농수산물도매시장,경기도 안양시 동안구 흥안대로 313,37.3825013,126.9700126,경기도 ,안양시,4117000000,(031)8045-2632
도매시장,안산농수산물도매시장,경기도 안산시 상록구 충장길 312(이동),37.3108179,126.8534271,경기도 ,안산시,4127000000,(031)481-2771
도매시장,구리농수산물도매시장,경기도 구리시 동구릉로 136번길 90,37.6119317,127.1449169,경기도 ,구리시,4131000000,(031)560-5100
도매시장,춘천농수산물도매시장,강원도특별자치도 춘천시 마장길 39(사농동),37.9100439,127.7268329,강원도특별자치도,춘천시,5111000000,(033)253-3891
도매시장,원주농수산물도매시장,강원도특별자치도 원주시 서원대로 33(단계동),37.3547814,127.9237293,강원도특별자치도,원주시,5113000000,(033)737-4351
도매시장,강릉농수산물도매시장,강원도특별자치도 강릉시 유산로 60,37.7379984,128.9180419,강원도특별자치도,강릉시,5115000000,(033)646-4654
도매시장,청주농수산물도매시장,충청북도 청주시 흥덕구 백봉로 254(봉명동),36.6487026,127.4645778,충청북도,청주시,4311000000,(043)201-2194
도매시장,충주농수산물도매시장,충청북도 충주시 목행산단5로 54,37.0057951,127.9229011,충청북도,충주시,4313000000,(043)850-3941
도매시장,천안농수산물도매시장,충청남도 천안시 서북구 천안대로 1347,36.8608702,127.150102,충청남도,천안시,4413000000,(041)521-2843
도매시장,전주농수산물도매시장,전라북도 전주시 덕진구 동부대로 1183,35.8673321,127.1177106,전라북도,전주시,4511000000,(063)281-5372
도매시장,익산농수산물도매시장,전라북도 익산시 번영로 1길 20,35.9185873,126.9165223,전라북도,익산시,4514000000,(063)859-5294
도매시장,정읍농수산물도매시장,전라북도 정읍시 황토현로 1213-15,35.588998,126.846052,전라북도,정읍시,4518000000,(063)532-4001
도매시장,순천농수산물도매시장,전라남도 순천시 해룡면 해광로1(해룡면 월전리 9-1),34.9165614,127.5369275,전라남도,순천시,4615000000,(061)749-8811
도매시장,포항농수산물도매시장,경상북도 포항시 북구 흥해읍 동해대로 1182,36.0814863,129.3366834,경상북도,포항시,4711000000,(054)270-4787
도매시장,안동농수산물도매시장,경상북도 안동시 풍산읍 유통단지길 100,36.5899199,128.6086693,경상북도,안동시,4717000000,(054)840-3816
도매시장,구미농수산물도매시장,경상북도 구미시 고아읍 선산대로 309,36.1566653,128.3503487,경상북도,구미시,4719000000,(054)480-4751
도매시장,창원팔용농수산물도매시장,경상남도 창원시 의창구 차상로 18번길 45,35.2298115,128.6377587,경상남도,창원시,4811000000,(055)225-7861
도매시장,울산농수산물도매시장,경상남도 울산시 남구 삼산로 324,35.5387519,129.3428064,경상남도,울산시,4813000000,(052)267-7220
도매시장,창원내서농수산물도매시장,경상남도 창원시 마산회원구 내서읍 유통단지로 33,35.2558714,128.5117557,경상남도,창원시,4811000000,(055)225-7821
도매시장,진주농수산물도매시장,경상남도 진주시 남강로 1689(초장동),35.2109086,128.1233461,경상남도,진주시,4817000000,(055)749-6168
